id_partido;id_equipo;id_jugador;nombre_jugador;probabilidad
1391144;798;46742;Dani Rodríguez;0.31
1391144;532;47264;Hugo Duro;0.429
1391144;532;162127;Diego López;0.338
1391144;532;48372;E. Cömert;0.337
1391141;797;47013;Rafa Mir;0.401
1391141;797;343202;Á. Rodríguez;0.378
1391141;797;161963;Germán Valera;0.373
1391141;530;8492;A. Sørloth;0.454
1391141;530;56;A. Griezmann;0.371
1391141;530;6067;T. Almada;0.334
1391145;728;128582;Jorge de Frutos;0.398
1391145;728;131546;Isi Palazón;0.33
1391145;728;41552;P. Ciss;0.323
1391145;540;312990;Roberto Fernández;0.379
1391145;540;184420;Carlos Romero;0.371
1391145;540;47398;Pere Milla;0.371
1391148;718;51530;F. Viñas;0.345
1391148;718;182486;Alberto Reina;0.308
1391148;718;266202;I. Chaira;0.299
1391148;533;182519;Alberto Moleiro;0.44
1391148;533;1707;Gerard Moreno;0.403
1391148;533;180496;G. Mikautadze;0.401
1391147;548;47323;Mikel Oyarzabal;0.525
1391147;548;47440;Brais Méndez;0.432
1391147;548;925;Gonçalo Guedes;0.381
1391147;546;6490;L. Vázquez;0.646
1391147;546;47472;Borja Mayoral;0.415
1391147;546;403554;Christantus Uche;0.401
1391142;547;161670;V. Vanat;0.463
1391142;547;2617;C. Stuani;0.443
1391142;547;2182;V. Tsygankov;0.387
1391142;543;47582;C. Hernández;0.42
1391142;543;47119;Aitor Ruibal;0.383
1391142;543;181421;A. Ezzalzouli;0.378
1391143;539;128985;Iker Losada;0.378
1391143;539;47467;José Luis Morales;0.344
1391143;539;182770;Carlos Álvarez;0.34
1391143;536;47013;Rafa Mir;0.51
1391143;536;25458;D. Lukebakio;0.438
1391143;536;57446;A. Adams;0.435
1391139;531;47291;Gorka Guruzeta;0.378
1391139;531;30510;Álex Berenguer;0.376
1391139;531;47294;I. Williams;0.37
1391139;727;46746;A. Budimir;0.551
1391139;727;46658;Rubén García;0.4
1391139;727;146751;Raúl García;0.34
1391140;529;1496;Raphinha;0.588
1391140;529;931;Ferran Torres;0.53
1391140;529;1323;Dani Olmo;0.484
1391140;538;47348;Borja Iglesias;0.495
1391140;538;269163;W. Swedberg;0.376
1391140;538;286639;Bryan Zaragoza;0.365
1391146;541;278;Kylian Mbappé;0.72
1391146;541;762;Vinícius Júnior;0.381
1391146;541;336711;Gonzalo García;0.37
1391146;542;608;L. Boyé;0.421
1391146;542;187214;Carlos Vicente;0.381
1391146;542;47181;Toni Martínez;0.348
1391150;543;47582;C. Hernández;0.42
1391150;543;47119;Aitor Ruibal;0.383
1391150;543;181421;A. Ezzalzouli;0.378
1391150;718;51530;F. Viñas;0.345
1391150;718;266202;I. Chaira;0.32
1391150;718;182486;Alberto Reina;0.308
1391154;547;161670;V. Vanat;0.463
1391154;547;2617;C. Stuani;0.418
1391154;547;2182;V. Tsygankov;0.411
1391154;798;50048;V. Muriqi;0.629
1391154;798;190485;Samú Costa;0.321
1391154;798;46751;Abdón Prats;0.31
1391155;727;46746;A. Budimir;0.551
1391155;727;338751;Víctor Muñoz;0.338
1391155;727;46658;Rubén García;0.331
1391155;529;1496;Raphinha;0.588
1391155;529;931;Ferran Torres;0.555
1391155;529;1323;Dani Olmo;0.484
1391149;542;608;L. Boyé;0.446
1391149;542;187214;Carlos Vicente;0.358
1391149;542;47181;Toni Martínez;0.348
1391149;531;84086;Robert Navarro;0.357
1391149;531;47291;Gorka Guruzeta;0.354
1391149;531;30510;Álex Berenguer;0.353
1391153;546;6490;L. Vázquez;0.646
1391153;546;403554;Christantus Uche;0.378
1391153;546;47472;Borja Mayoral;0.345
1391153;728;128582;Jorge de Frutos;0.422
1391153;728;41552;P. Ciss;0.323
1391153;728;52;Sergio Camello;0.31
1391151;538;47348;Borja Iglesias;0.495
1391151;538;269163;W. Swedberg;0.376
1391151;538;351913;J. El Abdellaoui;0.343
1391151;797;47013;Rafa Mir;0.426
1391151;797;161963;Germán Valera;0.373
1391151;797;343202;Á. Rodríguez;0.354
1391156;536;47013;Rafa Mir;0.485
1391156;536;25458;D. Lukebakio;0.438
1391156;536;57446;A. Adams;0.435
1391156;548;47323;Mikel Oyarzabal;0.525
1391156;548;925;Gonçalo Guedes;0.454
1391156;548;47440;Brais Méndez;0.432
1391158;533;1707;Gerard Moreno;0.477
1391158;533;182519;Alberto Moleiro;0.44
1391158;533;180496;G. Mikautadze;0.401
1391158;539;128985;Iker Losada;0.354
1391158;539;47467;José Luis Morales;0.344
1391158;539;734;Dela;0.333
1391157;532;47264;Hugo Duro;0.479
1391157;532;83;A. Danjuma;0.34
1391157;532;48372;E. Cömert;0.337
1391157;530;56;A. Griezmann;0.443
1391157;530;8492;A. Sørloth;0.405
1391157;530;6009;J. Álvarez;0.401
1391152;540;47398;Pere Milla;0.394
1391152;540;184420;Carlos Romero;0.371
1391152;540;47396;Kike García;0.361
1391152;541;278;Kylian Mbappé;0.72
1391152;541;762;Vinícius Júnior;0.381
1391152;541;336711;Gonzalo García;0.37
1391164;798;50048;V. Muriqi;0.606
1391164;798;190485;Samú Costa;0.343
1391164;798;46742;Dani Rodríguez;0.332
1391164;533;1707;Gerard Moreno;0.452
1391164;533;182519;Alberto Moleiro;0.44
1391164;533;180496;G. Mikautadze;0.401
1391162;797;47013;Rafa Mir;0.426
1391162;797;161963;Germán Valera;0.373
1391162;797;343202;Á. Rodríguez;0.354
1391162;542;608;L. Boyé;0.421
1391162;542;187214;Carlos Vicente;0.381
1391162;542;47181;Toni Martínez;0.371
1391165;728;128582;Jorge de Frutos;0.398
1391165;728;131546;Isi Palazón;0.375
1391165;728;47543;Álvaro García;0.338
1391165;547;2182;V. Tsygankov;0.46
1391165;547;2617;C. Stuani;0.443
1391165;547;161670;V. Vanat;0.438
1391167;718;51530;F. Viñas;0.345
1391167;718;1695;Santi Cazorla;0.31
1391167;718;182486;Alberto Reina;0.308
1391167;546;6490;L. Vázquez;0.646
1391167;546;403554;Christantus Uche;0.378
1391167;546;47472;Borja Mayoral;0.368
1391166;548;47323;Mikel Oyarzabal;0.525
1391166;548;925;Gonçalo Guedes;0.454
1391166;548;47440;Brais Méndez;0.432
1391166;543;47582;C. Hernández;0.445
1391166;543;1697;Pablo Fornals;0.405
1391166;543;47119;Aitor Ruibal;0.383
1391163;539;128985;Iker Losada;0.354
1391163;539;47467;José Luis Morales;0.344
1391163;539;734;Dela;0.333
1391163;727;46746;A. Budimir;0.526
1391163;727;46658;Rubén García;0.4
1391163;727;338751;Víctor Muñoz;0.361
1391168;536;25458;D. Lukebakio;0.488
1391168;536;47013;Rafa Mir;0.485
1391168;536;57446;A. Adams;0.435
1391168;540;47398;Pere Milla;0.371
1391168;540;47396;Kike García;0.361
1391168;540;312990;Roberto Fernández;0.355
1391159;531;30510;Álex Berenguer;0.4
1391159;531;84086;Robert Navarro;0.357
1391159;531;183799;Nico Williams;0.357
1391159;532;47264;Hugo Duro;0.479
1391159;532;48372;E. Cömert;0.337
1391159;532;47463;Pepelu;0.331
1391160;530;56;A. Griezmann;0.443
1391160;530;8492;A. Sørloth;0.429
1391160;530;6009;J. Álvarez;0.354
1391160;538;47348;Borja Iglesias;0.47
1391160;538;269163;W. Swedberg;0.376
1391160;538;47445;Iago Aspas;0.354
1391161;529;1496;Raphinha;0.588
1391161;529;931;Ferran Torres;0.53
1391161;529;386828;Lamine Yamal;0.481
1391161;541;278;Kylian Mbappé;0.74
1391161;541;129718;J. Bellingham;0.404
1391161;541;336711;Gonzalo García;0.37
1391174;547;2617;C. Stuani;0.468
1391174;547;161670;V. Vanat;0.438
1391174;547;2182;V. Tsygankov;0.435
1391174;548;47323;Mikel Oyarzabal;0.525
1391174;548;925;Gonçalo Guedes;0.429
1391174;548;47440;Brais Méndez;0.383
1391173;546;6490;L. Vázquez;0.646
1391173;546;47472;Borja Mayoral;0.415
1391173;546;403554;Christantus Uche;0.401
1391173;798;50048;V. Muriqi;0.606
1391173;798;190485;Samú Costa;0.321
1391173;798;414;Omar Mascarell;0.302
1391175;727;46746;A. Budimir;0.551
1391175;727;146751;Raúl García;0.362
1391175;727;338751;Víctor Muñoz;0.338
1391175;530;8492;A. Sørloth;0.429
1391175;530;56;A. Griezmann;0.418
1391175;530;6067;T. Almada;0.356
1391170;543;181421;A. Ezzalzouli;0.426
1391170;543;47582;C. Hernández;0.42
1391170;543;47119;Aitor Ruibal;0.407
1391170;797;47013;Rafa Mir;0.401
1391170;797;161963;Germán Valera;0.397
1391170;797;343202;Á. Rodríguez;0.354
1391169;542;608;L. Boyé;0.397
1391169;542;187214;Carlos Vicente;0.358
1391169;542;47181;Toni Martínez;0.348
1391169;529;1496;Raphinha;0.513
1391169;529;1323;Dani Olmo;0.509
1391169;529;931;Ferran Torres;0.48
1391171;538;47348;Borja Iglesias;0.47
1391171;538;269163;W. Swedberg;0.376
1391171;538;47445;Iago Aspas;0.354
1391171;539;128985;Iker Losada;0.354
1391171;539;47467;José Luis Morales;0.344
1391171;539;734;Dela;0.333
1391172;540;184420;Carlos Romero;0.371
1391172;540;47398;Pere Milla;0.371
1391172;540;47396;Kike García;0.361
1391172;531;30510;Álex Berenguer;0.376
1391172;531;47294;I. Williams;0.37
1391172;531;84086;Robert Navarro;0.357
1391178;533;1707;Gerard Moreno;0.477
1391178;533;182519;Alberto Moleiro;0.44
1391178;533;180496;G. Mikautadze;0.401
1391178;536;25458;D. Lukebakio;0.463
1391178;536;47013;Rafa Mir;0.46
1391178;536;57446;A. Adams;0.435
1391177;532;47264;Hugo Duro;0.405
1391177;532;48372;E. Cömert;0.337
1391177;532;47463;Pepelu;0.331
1391177;728;128582;Jorge de Frutos;0.374
1391177;728;131546;Isi Palazón;0.352
1391177;728;358431;N. Mendy;0.326
1391176;541;278;Kylian Mbappé;0.72
1391176;541;336711;Gonzalo García;0.37
1391176;541;341640;Raúl Asencio;0.336
1391176;718;51530;F. Viñas;0.345
1391176;718;1695;Santi Cazorla;0.31
1391176;718;182486;Alberto Reina;0.308
1391182;797;47013;Rafa Mir;0.426
1391182;797;161963;Germán Valera;0.373
1391182;797;343202;Á. Rodríguez;0.354
1391182;546;6490;L. Vázquez;0.646
1391182;546;47320;Juanmi;0.38
1391182;546;403554;Christantus Uche;0.378
1391181;529;1496;Raphinha;0.588
1391181;529;931;Ferran Torres;0.555
1391181;529;521;R. Lewandowski;0.477
1391181;543;47582;C. Hernández;0.47
1391181;543;47119;Aitor Ruibal;0.383
1391181;543;181421;A. Ezzalzouli;0.378
1391180;530;8492;A. Sørloth;0.479
1391180;530;56;A. Griezmann;0.443
1391180;530;50;Koke;0.375
1391180;547;2617;C. Stuani;0.468
1391180;547;161670;V. Vanat;0.438
1391180;547;2182;V. Tsygankov;0.387
1391179;531;30510;Álex Berenguer;0.4
1391179;531;47291;Gorka Guruzeta;0.378
1391179;531;47294;I. Williams;0.37
1391179;538;47348;Borja Iglesias;0.47
1391179;538;269163;W. Swedberg;0.424
1391179;538;351913;J. El Abdellaoui;0.366
1391188;536;47013;Rafa Mir;0.485
1391188;536;25458;D. Lukebakio;0.463
1391188;536;57446;A. Adams;0.435
1391188;541;278;Kylian Mbappé;0.74
1391188;541;129718;J. Bellingham;0.38
1391188;541;336711;Gonzalo García;0.37
1391183;539;378284;Etta Eyong;0.354
1391183;539;128985;Iker Losada;0.354
1391183;539;734;Dela;0.333
1391183;798;50048;V. Muriqi;0.557
1391183;798;190485;Samú Costa;0.321
1391183;798;414;Omar Mascarell;0.302
1391186;548;47323;Mikel Oyarzabal;0.525
1391186;548;925;Gonçalo Guedes;0.381
1391186;548;61774;O. Óskarsson;0.373
1391186;532;47264;Hugo Duro;0.429
1391186;532;48372;E. Cömert;0.337
1391186;532;47463;Pepelu;0.331
1391187;718;51530;F. Viñas;0.368
1391187;718;182486;Alberto Reina;0.308
1391187;718;266202;I. Chaira;0.299
1391187;542;608;L. Boyé;0.421
1391187;542;187214;Carlos Vicente;0.358
1391187;542;47181;Toni Martínez;0.348
1391184;727;46746;A. Budimir;0.551
1391184;727;46658;Rubén García;0.353
1391184;727;146751;Raúl García;0.34
1391184;540;184420;Carlos Romero;0.371
1391184;540;47398;Pere Milla;0.371
1391184;540;47396;Kike García;0.361
1391185;728;128582;Jorge de Frutos;0.374
1391185;728;47543;Álvaro García;0.338
1391185;728;131546;Isi Palazón;0.33
1391185;533;182519;Alberto Moleiro;0.49
1391185;533;1707;Gerard Moreno;0.477
1391185;533;180496;G. Mikautadze;0.401
1391190;543;47582;C. Hernández;0.47
1391190;543;47119;Aitor Ruibal;0.383
1391190;543;1697;Pablo Fornals;0.381
1391190;539;378284;Etta Eyong;0.354
1391190;539;128985;Iker Losada;0.354
1391190;539;47467;José Luis Morales;0.344
1391189;542;608;L. Boyé;0.47
1391189;542;187214;Carlos Vicente;0.358
1391189;542;47181;Toni Martínez;0.348
1391189;728;128582;Jorge de Frutos;0.422
1391189;728;131546;Isi Palazón;0.33
1391189;728;41552;P. Ciss;0.323
1391193;546;6490;L. Vázquez;0.646
1391193;546;47472;Borja Mayoral;0.391
1391193;546;47320;Juanmi;0.38
1391193;727;46746;A. Budimir;0.551
1391193;727;146751;Raúl García;0.34
1391193;727;338751;Víctor Muñoz;0.338
1391196;541;278;Kylian Mbappé;0.72
1391196;541;129718;J. Bellingham;0.38
1391196;541;336711;Gonzalo García;0.37
1391196;531;84086;Robert Navarro;0.357
1391196;531;30510;Álex Berenguer;0.353
1391196;531;183799;Nico Williams;0.334
1391194;547;161670;V. Vanat;0.438
1391194;547;2617;C. Stuani;0.394
1391194;547;2182;V. Tsygankov;0.387
1391194;797;47013;Rafa Mir;0.426
1391194;797;161963;Germán Valera;0.397
1391194;797;343202;Á. Rodríguez;0.354
1391191;538;47348;Borja Iglesias;0.47
1391191;538;269163;W. Swedberg;0.376
1391191;538;47445;Iago Aspas;0.354
1391191;536;47013;Rafa Mir;0.485
1391191;536;25458;D. Lukebakio;0.438
1391191;536;57446;A. Adams;0.435
1391198;533;1707;Gerard Moreno;0.477
1391198;533;182519;Alberto Moleiro;0.44
1391198;533;180496;G. Mikautadze;0.401
1391198;530;56;A. Griezmann;0.443
1391198;530;8492;A. Sørloth;0.429
1391198;530;50;Koke;0.352
1391197;532;47264;Hugo Duro;0.479
1391197;532;47463;Pepelu;0.353
1391197;532;46933;Luis Rioja;0.342
1391197;529;1496;Raphinha;0.588
1391197;529;931;Ferran Torres;0.505
1391197;529;521;R. Lewandowski;0.477
1391192;540;47349;Javi Puado;0.373
1391192;540;47398;Pere Milla;0.371
1391192;540;184420;Carlos Romero;0.348
1391192;548;47323;Mikel Oyarzabal;0.475
1391192;548;47440;Brais Méndez;0.407
1391192;548;925;Gonçalo Guedes;0.381
1391195;798;50048;V. Muriqi;0.557
1391195;798;190485;Samú Costa;0.321
1391195;798;414;Omar Mascarell;0.302
1391195;718;51530;F. Viñas;0.345
1391195;718;182486;Alberto Reina;0.308
1391195;718;266202;I. Chaira;0.299
